stt,customer_id,TotalSpent,Frequency,LastPurchaseDate,Recency,Customer_Labels
,KH49525,4448,7,2023-05-28,110,VIP Customers
,KH17233,6143,9,2023-08-20,26,VIP Customers
,KH48458,6045,8,2022-09-08,371,VIP Customers
,KH41210,2350,7,2023-07-29,47,Regular Customers
,KH16426,9673,13,2023-09-01,13,VIP Customers
,KH40560,3663,6,2022-12-22,266,Regular Customers
,KH33116,4965,8,2023-06-23,84,VIP Customers
,KH25610,7660,9,2023-07-22,54,VIP Customers
,KH29978,5032,5,2023-01-11,246,Regular Customers
,KH31966,2307,5,2023-08-07,39,Regular Customers
,KH7952,2385,6,2023-07-04,72,Regular Customers
,KH31087,1080,4,2021-03-07,922,Lapsed Customers
,KH35626,7133,9,2023-07-19,57,VIP Customers
,KH31034,4953,5,2022-08-07,403,Regular Customers
,KH35753,6856,9,2023-07-14,63,VIP Customers
,KH21186,5529,7,2022-12-25,264,VIP Customers
,KH16363,5671,8,2022-09-22,357,VIP Customers
,KH7022,6213,9,2023-08-11,35,VIP Customers
,KH3194,2392,3,2021-10-27,688,Lapsed Customers
,KH30900,7421,9,2023-07-22,54,VIP Customers
,KH48975,5237,3,2020-04-17,1246,Lapsed Customers
,KH38159,3483,6,2023-04-14,153,Regular Customers
,KH9655,5118,6,2023-08-11,34,VIP Customers
,KH34210,6134,6,2023-05-30,107,VIP Customers
,KH23063,5300,5,2022-06-05,466,Regular Customers
,KH5629,5333,5,2023-08-18,28,VIP Customers
,KH43201,6976,7,2022-12-03,286,VIP Customers
,KH38058,8425,7,2022-12-11,278,VIP Customers
,KH6885,5918,8,2023-05-10,127,VIP Customers
,KH35476,621,3,2023-05-09,128,Regular Customers
,KH18093,3118,4,2023-04-23,145,Regular Customers
,KH20947,1400,3,2023-09-13,1,Regular Customers
,KH15469,2167,5,2023-07-18,59,Regular Customers
,KH3904,8625,7,2023-07-03,74,VIP Customers
,KH38344,1762,2,2023-02-10,216,Regular Customers
,KH30815,2182,4,2023-06-02,104,Regular Customers
,KH10706,6958,6,2023-08-28,17,VIP Customers
,KH34338,2188,4,2022-01-07,615,Lapsed Customers
,KH21650,3479,6,2023-08-12,33,Regular Customers
,KH41112,6316,7,2023-05-29,109,VIP Customers
,KH43853,5065,6,2022-09-17,363,VIP Customers
,KH14879,3425,9,2023-04-02,165,VIP Customers
,KH5914,7807,8,2023-04-15,153,VIP Customers
,KH7053,6014,10,2022-10-29,320,VIP Customers
,KH26478,4241,4,2023-05-14,123,Regular Customers
,KH21480,2219,4,2022-10-09,341,Regular Customers
,KH38731,3318,8,2023-08-18,27,VIP Customers
,KH20427,7066,8,2023-06-04,103,VIP Customers
,KH33645,3991,7,2023-09-01,14,VIP Customers
,KH38384,4204,4,2023-07-29,47,Regular Customers
,KH10956,640,2,2020-11-05,1043,Lapsed Customers
,KH7308,9827,9,2023-05-17,120,VIP Customers
,KH44046,7236,5,2023-05-14,123,VIP Customers
,KH32763,9185,11,2023-05-21,116,VIP Customers
,KH14123,6086,8,2023-05-03,135,VIP Customers
,KH26225,6706,9,2023-06-15,92,VIP Customers
,KH29975,2842,5,2023-09-02,12,Regular Customers
,KH13945,6065,6,2021-12-07,647,Lapsed Customers
,KH5270,4741,3,2023-09-15,0,Regular Customers
,KH5929,4995,6,2022-08-24,386,VIP Customers
,KH2117,4325,10,2023-09-03,12,VIP Customers
,KH10545,6576,7,2023-03-03,195,VIP Customers
,KH40506,5304,7,2023-05-13,125,VIP Customers
,KH42091,1123,2,2023-04-18,149,Regular Customers
,KH10090,2450,4,2023-04-01,167,Regular Customers
,KH6709,2878,5,2022-04-21,512,Lapsed Customers
,KH23719,8310,8,2023-08-29,17,VIP Customers
,KH43895,4849,4,2022-10-18,331,Regular Customers
,KH44857,1859,3,2021-02-12,944,Lapsed Customers
,KH31448,2785,6,2023-05-30,108,Regular Customers
,KH24115,5339,9,2023-07-10,67,VIP Customers
,KH33392,3245,6,2023-08-15,31,Regular Customers
,KH34389,1842,3,2023-08-09,37,Regular Customers
,KH32195,2989,4,2022-04-04,528,Lapsed Customers
,KH45839,2692,2,2022-11-23,296,Regular Customers
,KH12602,5482,7,2023-09-12,3,VIP Customers
,KH4177,7419,8,2023-04-08,160,VIP Customers
,KH4288,9238,9,2023-05-23,115,VIP Customers
,KH19110,4782,7,2023-04-14,154,VIP Customers
,KH27287,3647,5,2022-09-13,366,Regular Customers
,KH22416,933,4,2022-04-23,510,Lapsed Customers
,KH30657,1515,5,2023-07-21,55,Regular Customers
,KH22195,5109,7,2022-07-14,428,VIP Customers
,KH30251,4455,4,2021-10-23,692,Lapsed Customers
,KH16022,5890,8,2023-03-24,175,VIP Customers
,KH20403,2154,5,2022-11-04,314,Regular Customers
,KH33406,4313,9,2023-07-21,56,VIP Customers
,KH19666,4518,6,2023-07-28,48,VIP Customers
,KH45424,4103,7,2023-05-04,134,VIP Customers
,KH46065,2692,5,2021-12-13,641,Lapsed Customers
,KH10559,5978,6,2022-07-15,427,VIP Customers
,KH239,5045,9,2023-09-13,1,VIP Customers
,KH8978,3014,5,2023-05-20,118,Regular Customers
,KH38944,3351,4,2022-03-15,548,Lapsed Customers
,KH29554,4034,7,2023-07-07,70,VIP Customers
,KH47153,3533,5,2022-11-07,311,Regular Customers
,KH42635,6169,8,2023-07-20,57,VIP Customers
,KH9368,2830,6,2022-10-25,325,Regular Customers
,KH3360,1276,2,2023-02-26,200,Regular Customers
,KH31882,437,2,2023-01-27,230,Regular Customers
,KH47428,1948,3,2023-07-28,49,Regular Customers
,KH44862,4040,5,2022-10-03,347,Regular Customers
,KH19954,4627,4,2022-11-14,304,Regular Customers
,KH31490,5882,7,2023-03-29,169,VIP Customers
,KH16171,4583,6,2023-07-15,62,VIP Customers
,KH8738,5033,6,2023-02-04,223,VIP Customers
,KH45161,3315,6,2023-08-19,27,Regular Customers
,KH38759,8778,9,2023-08-14,31,VIP Customers
,KH16097,1867,3,2023-04-01,167,Regular Customers
,KH491,3197,4,2022-01-31,591,Lapsed Customers
,KH47211,4118,5,2023-07-08,69,Regular Customers
,KH13409,3550,6,2023-07-06,70,Regular Customers
,KH45513,3311,6,2023-03-09,190,Regular Customers
,KH26216,603,3,2022-12-14,274,Regular Customers
,KH34355,10230,10,2022-09-14,366,VIP Customers
,KH32092,2519,3,2022-03-20,544,Lapsed Customers
,KH15081,2607,5,2022-06-25,446,Regular Customers
,KH6538,9115,8,2023-08-08,38,VIP Customers
,KH3841,9187,5,2023-09-07,8,VIP Customers
,KH2348,1281,3,2022-12-07,282,Regular Customers
,KH18549,3692,7,2023-04-08,160,VIP Customers
,KH36739,2966,5,2022-12-19,269,Regular Customers
,KH38577,4235,7,2023-08-30,16,VIP Customers
,KH28813,115,1,2021-11-20,664,Lapsed Customers
,KH32459,2961,4,2022-08-13,397,Regular Customers
,KH17758,6215,8,2022-09-01,378,VIP Customers
,KH23983,5773,5,2023-05-21,117,VIP Customers
,KH20549,3912,8,2023-03-28,171,VIP Customers
,KH36161,4425,4,2022-12-12,277,Regular Customers
,KH47626,4757,5,2022-08-30,381,Regular Customers
,KH40820,2702,4,2023-04-17,150,Regular Customers
,KH46274,2612,6,2023-08-14,32,Regular Customers
,KH25606,4561,10,2022-06-15,457,VIP Customers
,KH36339,3768,3,2022-05-05,498,Lapsed Customers
,KH18899,7070,11,2023-08-21,25,VIP Customers
,KH20164,6255,7,2023-07-12,64,VIP Customers
,KH36951,4557,5,2022-06-12,459,Regular Customers
,KH26040,2134,5,2023-01-11,246,Regular Customers
,KH17655,4209,4,2022-05-25,477,Lapsed Customers
,KH23363,6551,7,2023-06-09,97,VIP Customers
,KH23681,2636,7,2023-08-08,38,Regular Customers
,KH8841,3898,5,2023-08-10,35,Regular Customers
,KH3507,2442,7,2023-05-17,120,Regular Customers
,KH43260,1822,4,2023-08-02,44,Regular Customers
,KH30494,10319,7,2023-06-28,79,VIP Customers
,KH35459,9199,10,2023-04-07,161,VIP Customers
,KH40964,1240,4,2022-12-08,280,Regular Customers
,KH1446,4535,7,2023-07-15,62,VIP Customers
,KH38993,5615,8,2023-08-17,29,VIP Customers
,KH47140,4471,3,2022-11-01,318,Regular Customers
,KH35908,2598,5,2023-02-11,216,Regular Customers
,KH2390,3400,4,2023-09-06,9,Regular Customers
,KH23844,1911,5,2023-07-29,47,Regular Customers
,KH1958,5432,5,2023-08-24,21,VIP Customers
,KH30116,3247,6,2023-08-20,25,Regular Customers
,KH1119,2567,6,2022-11-25,294,Regular Customers
,KH19403,5388,10,2022-10-26,323,VIP Customers
,KH22430,5829,10,2023-06-26,80,VIP Customers
,KH20003,2870,6,2023-01-25,232,Regular Customers
,KH28388,6079,10,2023-07-11,65,VIP Customers
,KH2707,6858,5,2023-06-02,104,VIP Customers
,KH48828,3733,6,2022-07-12,429,Regular Customers
,KH49355,4469,7,2023-06-24,82,VIP Customers
,KH32131,4050,7,2023-08-17,28,VIP Customers
,KH32479,4754,4,2023-04-20,148,Regular Customers
,KH6690,4338,5,2022-06-16,455,Regular Customers
,KH14772,2207,3,2023-07-15,61,Regular Customers
,KH4505,5407,9,2023-02-03,224,VIP Customers
,KH48149,7724,10,2023-05-21,117,VIP Customers
,KH47304,6011,9,2023-09-08,7,VIP Customers
,KH1189,3470,5,2023-08-31,14,Regular Customers
,KH26724,6322,8,2023-09-01,13,VIP Customers
,KH49094,2797,4,2022-05-28,474,Lapsed Customers
,KH21741,4294,7,2023-07-15,62,VIP Customers
,KH22449,3251,5,2022-03-16,548,Lapsed Customers
,KH41384,5112,8,2023-07-05,71,VIP Customers
,KH44662,5537,8,2023-01-29,228,VIP Customers
,KH21260,6206,6,2023-04-18,150,VIP Customers
,KH23831,466,2,2022-06-19,453,Lapsed Customers
,KH12198,4799,6,2022-11-09,310,VIP Customers
,KH3419,3704,6,2023-08-02,43,Regular Customers
,KH14943,8944,7,2023-08-27,18,VIP Customers
,KH42213,3305,8,2023-06-28,78,VIP Customers
,KH8812,7184,9,2023-03-10,189,VIP Customers
,KH21784,4851,5,2022-11-27,292,Regular Customers
,KH30801,3636,2,2022-05-24,479,Lapsed Customers
,KH3351,7675,6,2022-12-24,265,VIP Customers
,KH4184,2331,7,2023-08-09,37,Regular Customers
,KH23192,3776,8,2023-08-27,19,VIP Customers
,KH5329,7339,10,2023-03-03,196,VIP Customers
,KH48845,1812,4,2023-06-30,77,Regular Customers
,KH17834,3566,5,2022-10-25,325,Regular Customers
,KH22911,4125,3,2023-06-19,88,Regular Customers
,KH10169,4916,8,2023-08-26,19,VIP Customers
,KH49498,3226,4,2023-03-16,183,Regular Customers
,KH43806,4283,6,2023-06-24,83,Regular Customers
,KH47125,3826,6,2023-03-09,189,Regular Customers
,KH1989,2349,6,2022-07-24,417,Regular Customers
,KH13759,2514,8,2023-09-12,2,VIP Customers
,KH15424,2585,5,2023-01-03,255,Regular Customers
,KH37320,234,1,2022-09-24,355,Lapsed Customers
,KH45072,1718,4,2022-06-09,463,Lapsed Customers
,KH3708,3563,6,2021-08-29,746,Lapsed Customers
,KH9853,2690,5,2023-04-15,153,Regular Customers
,KH13699,5473,6,2023-08-05,40,VIP Customers
,KH23679,3087,5,2023-03-09,189,Regular Customers
,KH10537,3499,6,2022-01-15,607,Lapsed Customers
,KH20962,6959,6,2023-06-28,79,VIP Customers
,KH13785,6541,7,2023-04-14,153,VIP Customers
,KH34781,6095,11,2022-12-23,266,VIP Customers
,KH41907,4576,4,2023-06-23,83,Regular Customers
,KH15916,2872,4,2023-05-18,120,Regular Customers
,KH33675,5383,5,2023-05-28,109,VIP Customers
,KH26939,4915,7,2023-04-10,158,VIP Customers
,KH26320,3803,5,2023-03-24,175,Regular Customers
,KH7862,1479,4,2022-11-20,298,Regular Customers
,KH36692,2308,5,2021-08-25,750,Lapsed Customers
,KH4519,2372,4,2022-09-14,365,Regular Customers
,KH42006,4025,5,2023-03-20,179,Regular Customers
,KH43258,7147,9,2023-09-14,1,VIP Customers
,KH49009,6654,8,2022-09-10,369,VIP Customers
,KH22320,4371,4,2022-01-18,605,Lapsed Customers
,KH49738,4985,6,2023-08-17,29,VIP Customers
,KH2079,2262,5,2022-02-02,590,Lapsed Customers
,KH34765,3444,6,2022-12-10,279,Regular Customers
,KH39114,2053,5,2023-02-06,221,Regular Customers
,KH49108,3120,3,2023-06-16,90,Regular Customers
,KH46088,4545,6,2022-11-10,308,Regular Customers
,KH14833,3871,4,2023-07-28,48,Regular Customers
,KH16166,4869,7,2022-11-16,303,VIP Customers
,KH42016,3452,7,2023-06-12,95,Regular Customers
,KH43939,6368,5,2022-12-31,257,VIP Customers
,KH4393,1731,2,2023-05-03,135,Regular Customers
,KH10213,1505,2,2023-08-28,18,Regular Customers
,KH41713,8654,8,2023-07-15,62,VIP Customers
,KH33071,4539,6,2021-03-01,927,Lapsed Customers
,KH45802,2280,3,2023-03-09,190,Regular Customers
,KH40890,4204,5,2023-08-05,41,Regular Customers
,KH1273,2003,4,2023-06-18,89,Regular Customers
,KH44755,7077,8,2023-08-20,26,VIP Customers
,KH33813,3774,9,2023-09-05,10,VIP Customers
,KH1548,181,2,2021-10-12,702,Lapsed Customers
,KH36154,6212,6,2023-06-10,96,VIP Customers
,KH31901,1991,5,2023-03-08,191,Regular Customers
,KH17505,9377,12,2023-06-23,83,VIP Customers
,KH25121,5334,8,2023-08-13,32,VIP Customers
,KH36040,8550,8,2023-01-05,252,VIP Customers
,KH12221,2428,3,2021-12-28,626,Lapsed Customers
,KH41302,5522,6,2022-06-27,445,VIP Customers
,KH24525,507,3,2022-08-12,398,Lapsed Customers
,KH19739,4865,6,2021-04-30,868,Lapsed Customers
,KH24606,4916,5,2023-07-19,57,Regular Customers
,KH9382,2768,4,2023-01-26,232,Regular Customers
,KH42419,5490,6,2023-08-07,38,VIP Customers
,KH44689,4479,7,2023-03-09,190,VIP Customers
,KH21729,4008,7,2022-08-18,393,VIP Customers
,KH16777,5363,7,2023-08-08,38,VIP Customers
,KH49902,5206,7,2023-08-13,33,VIP Customers
,KH20086,8078,9,2022-08-09,402,VIP Customers
,KH6230,3587,7,2022-05-11,492,Regular Customers
,KH16317,5490,6,2023-02-25,202,VIP Customers
,KH18325,3473,6,2023-01-23,235,Regular Customers
,KH24709,2958,5,2022-12-12,276,Regular Customers
,KH30302,4332,5,2023-01-07,251,Regular Customers
,KH39987,4794,4,2023-06-27,80,Regular Customers
,KH35601,4198,4,2023-02-06,221,Regular Customers
,KH25946,7032,10,2023-03-19,180,VIP Customers
,KH40439,2165,4,2023-07-23,54,Regular Customers
,KH42630,2392,7,2023-06-08,99,Regular Customers
,KH43769,2010,3,2022-05-26,476,Lapsed Customers
,KH34231,2475,3,2022-09-17,363,Regular Customers
,KH2426,8662,11,2022-04-20,512,VIP Customers
,KH3021,7460,6,2023-08-10,36,VIP Customers
,KH20323,1885,3,2023-09-07,7,Regular Customers
,KH21361,5251,5,2022-12-29,259,Regular Customers
,KH8994,1508,2,2022-04-16,517,Lapsed Customers
,KH22593,2223,4,2022-12-29,259,Regular Customers
,KH8756,5914,7,2023-07-13,64,VIP Customers
,KH42386,7456,7,2023-08-07,39,VIP Customers
,KH298,1490,3,2023-06-03,104,Regular Customers
,KH8602,5942,6,2023-02-18,209,VIP Customers
,KH20585,2462,3,2022-08-09,401,Regular Customers
,KH42642,7358,6,2023-07-25,52,VIP Customers
,KH32519,2717,4,2023-02-13,213,Regular Customers
,KH7691,5874,8,2023-08-25,21,VIP Customers
,KH28966,5330,7,2023-07-18,59,VIP Customers
,KH3295,4581,6,2021-11-22,662,Lapsed Customers
,KH32492,5716,5,2022-03-21,543,Lapsed Customers
,KH6926,7636,8,2023-08-04,41,VIP Customers
,KH3705,9556,10,2022-12-14,275,VIP Customers
,KH37708,4150,7,2023-09-13,2,VIP Customers
,KH32331,8512,10,2022-07-26,416,VIP Customers
,KH28976,3195,6,2023-04-10,158,Regular Customers
,KH47595,2248,8,2023-06-22,84,Regular Customers
,KH9446,4390,7,2023-06-28,79,VIP Customers
,KH14117,1364,2,2021-07-20,786,Lapsed Customers
,KH12072,2856,5,2023-07-27,50,Regular Customers
,KH49359,8749,8,2023-01-26,232,VIP Customers
,KH2761,1200,2,2023-02-21,205,Regular Customers
,KH41440,7264,8,2023-06-06,101,VIP Customers
,KH27726,3564,4,2022-06-13,459,Lapsed Customers
,KH29439,4846,6,2022-08-03,408,VIP Customers
,KH12376,3755,6,2023-05-24,113,Regular Customers
,KH12031,5152,8,2023-02-15,212,VIP Customers
,KH49968,4529,6,2023-02-20,206,VIP Customers
,KH5615,1208,4,2023-08-15,30,Regular Customers
,KH20182,6073,8,2022-05-21,482,VIP Customers
,KH29926,4284,4,2023-05-07,130,Regular Customers
,KH17788,3688,7,2023-01-23,234,VIP Customers
,KH28773,1213,5,2023-04-09,158,Regular Customers
,KH40602,9179,11,2023-08-10,35,VIP Customers
,KH7699,2790,5,2023-08-08,37,Regular Customers
,KH43170,1635,4,2023-08-18,28,Regular Customers
,KH33169,5172,6,2023-07-22,55,VIP Customers
,KH19764,4326,6,2023-09-03,12,Regular Customers
,KH422,2488,5,2023-06-24,82,Regular Customers
,KH43305,5475,8,2023-03-04,195,VIP Customers
,KH42052,3246,4,2023-06-05,101,Regular Customers
,KH18051,5695,7,2023-03-18,180,VIP Customers
,KH41600,6494,7,2022-09-10,370,VIP Customers
,KH28873,4341,5,2023-05-04,134,Regular Customers
,KH18917,3253,7,2022-10-11,339,Regular Customers
,KH7046,9468,7,2023-05-19,118,VIP Customers
,KH30558,4457,7,2023-08-17,29,VIP Customers
,KH14293,1410,1,2022-04-16,517,Lapsed Customers
,KH43994,3157,5,2022-07-18,423,Regular Customers
,KH32310,7166,8,2023-01-01,256,VIP Customers
,KH31654,5353,6,2022-11-24,295,VIP Customers
,KH14894,2766,6,2022-04-25,508,Lapsed Customers
,KH47977,4324,3,2022-12-15,274,Regular Customers
,KH7101,3809,4,2022-05-05,498,Lapsed Customers
,KH7377,7792,9,2023-06-28,79,VIP Customers
,KH42985,5223,6,2022-11-29,290,VIP Customers
,KH46880,4443,6,2022-04-30,502,Lapsed Customers
,KH27245,2940,5,2023-07-20,56,Regular Customers
,KH46871,3564,6,2023-06-15,91,Regular Customers
,KH11624,5956,8,2023-08-26,20,VIP Customers
,KH13965,6495,10,2023-05-10,127,VIP Customers
,KH34801,6588,4,2023-06-03,104,VIP Customers
,KH38458,1640,2,2022-08-16,395,Lapsed Customers
,KH629,2672,7,2023-02-10,217,Regular Customers
,KH45220,1054,3,2022-07-14,427,Lapsed Customers
,KH3917,12905,11,2023-08-22,24,VIP Customers
,KH45907,3384,5,2022-12-27,262,Regular Customers
,KH415,7571,7,2023-07-28,48,VIP Customers
,KH30044,632,2,2022-07-25,416,Lapsed Customers
,KH19529,1563,4,2022-06-23,449,Lapsed Customers
,KH13370,4567,7,2023-04-11,156,VIP Customers
,KH22031,2795,5,2023-05-17,120,Regular Customers
,KH25563,4382,4,2022-12-08,281,Regular Customers
,KH24752,5016,3,2022-08-25,386,Regular Customers
,KH9349,3232,4,2022-01-22,600,Lapsed Customers
,KH14489,2139,7,2023-09-06,9,Regular Customers
,KH34820,4788,4,2023-04-15,153,Regular Customers
,KH17623,6083,6,2023-04-21,147,VIP Customers
,KH26067,2259,5,2023-05-08,129,Regular Customers
,KH24140,3871,6,2023-05-28,110,Regular Customers
,KH18718,3240,8,2023-07-09,67,VIP Customers
,KH41014,5509,6,2022-12-17,271,VIP Customers
,KH29547,1384,4,2023-05-07,130,Regular Customers
,KH10671,3358,7,2022-10-22,328,Regular Customers
,KH649,3434,6,2023-03-08,191,Regular Customers
,KH12353,2748,4,2023-09-14,1,Regular Customers
,KH21591,4883,8,2023-05-06,131,VIP Customers
,KH10495,3938,6,2023-04-10,157,Regular Customers
,KH40219,3902,8,2023-08-06,40,VIP Customers
,KH4458,7050,9,2023-08-07,39,VIP Customers
,KH39704,8112,7,2023-08-21,25,VIP Customers
,KH24749,6417,7,2023-06-14,93,VIP Customers
,KH25169,1853,4,2022-09-13,366,Regular Customers
,KH41899,364,4,2022-09-23,356,Regular Customers
,KH45616,3685,8,2023-06-28,78,VIP Customers
,KH34708,1123,3,2022-03-12,551,Lapsed Customers
,KH45489,2766,3,2023-09-09,6,Regular Customers
,KH41889,5147,3,2023-02-27,200,Regular Customers
,KH44425,1339,3,2023-08-09,37,Regular Customers
,KH11992,2298,2,2022-02-20,571,Lapsed Customers
,KH9417,6924,7,2023-04-13,155,VIP Customers
,KH20649,5624,9,2022-11-06,313,VIP Customers
,KH26339,2451,4,2023-05-25,113,Regular Customers
,KH41779,4136,7,2023-07-10,66,VIP Customers
,KH12523,2797,5,2022-03-04,559,Lapsed Customers
,KH23729,3200,6,2022-12-10,278,Regular Customers
,KH26560,9350,10,2023-09-05,10,VIP Customers
,KH38735,4617,7,2023-07-10,67,VIP Customers
,KH4337,3315,5,2022-06-11,461,Lapsed Customers
,KH32692,5205,5,2023-05-11,127,Regular Customers
,KH25923,6010,6,2023-05-01,137,VIP Customers
,KH15815,2842,4,2022-04-18,515,Lapsed Customers
,KH30275,2660,3,2022-07-31,410,Lapsed Customers
,KH14283,6055,5,2023-04-03,165,VIP Customers
,KH1345,6653,10,2023-04-11,156,VIP Customers
,KH40868,5040,5,2022-08-08,403,Regular Customers
,KH35732,1747,2,2022-06-12,460,Lapsed Customers
,KH46033,5164,4,2022-06-12,459,Lapsed Customers
,KH35041,4459,5,2023-08-02,43,Regular Customers
,KH32678,4390,5,2023-04-03,165,Regular Customers
,KH47959,3918,6,2023-01-11,247,Regular Customers
,KH27234,660,3,2023-08-04,41,Regular Customers
,KH36458,4940,5,2023-06-05,102,Regular Customers
,KH25003,4597,8,2023-02-20,207,VIP Customers
,KH49282,6074,6,2022-06-09,463,VIP Customers
,KH18111,6398,8,2023-04-15,153,VIP Customers
,KH37916,1640,3,2022-03-22,542,Lapsed Customers
,KH8751,7362,9,2023-09-11,3,VIP Customers
,KH32782,3322,6,2023-01-31,226,Regular Customers
,KH29619,3394,7,2023-06-12,95,Regular Customers
,KH45562,11987,13,2023-05-05,132,VIP Customers
,KH9045,8821,11,2023-08-14,31,VIP Customers
,KH16693,4047,9,2023-07-12,64,VIP Customers
,KH47772,4888,7,2023-09-14,0,VIP Customers
,KH43131,8734,9,2023-07-12,64,VIP Customers
,KH30949,4403,5,2023-04-15,152,Regular Customers
,KH1809,6117,10,2023-03-23,176,VIP Customers
,KH32543,5381,9,2023-06-03,103,VIP Customers
,KH31869,6255,8,2023-02-13,214,VIP Customers
,KH12345,1191,3,2021-10-10,705,Lapsed Customers
,KH19408,3634,7,2023-06-05,101,VIP Customers
,KH31659,3482,10,2022-09-12,368,VIP Customers
,KH45488,2944,7,2023-05-08,129,Regular Customers
,KH22761,8777,7,2023-07-04,72,VIP Customers
,KH23684,2555,2,2023-06-30,77,Regular Customers
,KH41810,4428,9,2023-05-16,121,VIP Customers
,KH21985,5898,6,2023-06-08,99,VIP Customers
,KH33557,4019,4,2023-02-07,220,Regular Customers
,KH21503,3843,7,2023-01-04,254,VIP Customers
,KH26767,1578,2,2023-01-03,255,Regular Customers
,KH6744,4523,5,2021-06-02,834,Lapsed Customers
,KH28609,3853,3,2023-08-15,30,Regular Customers
,KH29551,3407,5,2022-11-15,304,Regular Customers
,KH20775,1868,4,2022-09-03,377,Regular Customers
,KH37018,3302,5,2023-08-27,19,Regular Customers
,KH3269,4827,7,2023-07-14,63,VIP Customers
,KH8000,5904,6,2022-08-20,391,VIP Customers
,KH23866,1248,3,2023-01-27,231,Regular Customers
,KH15204,4600,6,2023-06-19,87,VIP Customers
,KH45219,2717,2,2023-03-29,170,Regular Customers
,KH39801,2029,3,2023-05-07,130,Regular Customers
,KH41350,5225,5,2021-10-04,710,Lapsed Customers
,KH32094,2771,6,2023-06-17,90,Regular Customers
,KH48439,5194,9,2022-09-25,355,VIP Customers
,KH43842,3802,3,2023-07-04,73,Regular Customers
,KH35731,2878,5,2022-03-15,548,Lapsed Customers
,KH14987,4248,6,2023-02-24,202,Regular Customers
,KH18581,6741,7,2023-09-01,14,VIP Customers
,KH13769,8008,7,2023-06-29,78,VIP Customers
,KH43953,914,2,2023-06-06,101,Regular Customers
,KH18179,3490,5,2022-01-13,610,Lapsed Customers
,KH4683,5255,7,2023-01-12,245,VIP Customers
,KH49474,3853,7,2023-07-27,49,VIP Customers
,KH15395,3045,4,2023-01-13,244,Regular Customers
,KH27046,3595,7,2023-06-10,96,VIP Customers
,KH48275,1179,4,2023-03-31,168,Regular Customers
,KH6519,6860,5,2022-11-18,300,VIP Customers
,KH37393,8118,7,2023-08-28,18,VIP Customers
,KH30518,5569,7,2023-07-12,64,VIP Customers
,KH24360,3672,6,2023-08-24,22,Regular Customers
,KH39855,5181,6,2023-05-23,115,VIP Customers
,KH20184,5839,6,2022-12-21,268,VIP Customers
,KH25355,7971,8,2023-07-30,46,VIP Customers
,KH49916,6021,8,2023-02-14,212,VIP Customers
,KH44912,4234,7,2023-08-31,15,VIP Customers
,KH25250,578,3,2022-07-08,434,Lapsed Customers
,KH39193,5405,6,2023-02-01,226,VIP Customers
,KH16415,6269,7,2023-01-26,231,VIP Customers
,KH20389,6172,5,2023-03-11,188,VIP Customers
,KH28652,4393,6,2023-04-23,144,Regular Customers
,KH7372,2596,3,2023-02-08,219,Regular Customers
,KH34593,868,2,2023-05-12,125,Regular Customers
,KH46793,7947,7,2023-07-13,63,VIP Customers
,KH44526,5251,5,2023-07-05,72,Regular Customers
,KH47287,7082,7,2023-02-11,216,VIP Customers
,KH5468,4193,6,2023-01-09,248,Regular Customers
,KH2977,4527,5,2023-04-30,138,Regular Customers
,KH35602,4343,5,2023-03-25,173,Regular Customers
,KH38134,3933,8,2022-12-04,284,VIP Customers
,KH380,3371,4,2023-02-22,205,Regular Customers
,KH40876,4661,7,2023-08-12,33,VIP Customers
,KH43848,6521,7,2023-07-08,69,VIP Customers
,KH44703,6330,6,2023-07-08,68,VIP Customers
,KH25800,4394,5,2022-11-25,294,Regular Customers
,KH1107,4604,6,2023-07-08,68,VIP Customers
,KH38971,3637,5,2023-05-15,122,Regular Customers
,KH558,1521,4,2023-08-22,24,Regular Customers
,KH11361,1640,3,2022-08-21,390,Regular Customers
,KH34378,4692,5,2022-10-13,336,Regular Customers
,KH23588,4694,8,2023-08-06,40,VIP Customers
,KH1904,6337,7,2023-08-20,25,VIP Customers
,KH19175,5298,7,2022-09-03,376,VIP Customers
,KH4765,4650,3,2022-11-30,289,Regular Customers
,KH14223,9049,9,2023-08-11,35,VIP Customers
,KH7006,3468,5,2023-06-20,87,Regular Customers
,KH8544,4556,5,2023-02-21,206,Regular Customers
,KH142,4152,3,2023-05-31,107,Regular Customers
,KH4206,7604,7,2023-05-31,106,VIP Customers
,KH795,8488,8,2023-09-04,11,VIP Customers
,KH27051,6588,8,2022-11-04,314,VIP Customers
,KH36936,2272,3,2023-08-14,31,Regular Customers
,KH12403,4728,5,2022-07-08,433,Regular Customers
,KH6254,1877,5,2023-01-21,237,Regular Customers
,KH12236,3984,6,2023-07-20,56,Regular Customers
,KH7280,3522,4,2023-06-03,104,Regular Customers
,KH3004,1905,5,2023-08-10,35,Regular Customers
,KH899,1526,3,2021-07-08,798,Lapsed Customers
,KH40549,4398,8,2023-04-09,158,VIP Customers
,KH34842,1542,3,2023-05-02,136,Regular Customers
,KH49295,4558,5,2023-08-25,21,Regular Customers
,KH18250,4738,4,2022-05-12,490,Lapsed Customers
,KH29784,4212,7,2023-09-09,6,VIP Customers
,KH45054,5285,6,2023-04-08,159,VIP Customers
,KH35595,2646,6,2023-06-30,77,Regular Customers
,KH28711,2165,4,2023-02-16,211,Regular Customers
,KH34787,4938,6,2023-07-18,59,VIP Customers
